FCID	Date	Machine	Read Type	Path
HJMW5ADXX	03-17-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-17-2015_HiSeq_ChIP_flowcellB_HJMW5ADXX_SR_Rapid.txt
628RHAAXX	10-06-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-06-2010_Sarah_flowcell_628RHAAXX_SR.txt
HH7C3BBXX	03-07-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-07-2017_HiSeq_DIP_flowcellA_HH7C3BBXX_SR.txt
H5VL7BBXX	04-07-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-07-2016_HiSeq_Dip_flowcellB_H5VL7BBXX_SR.txt
D1BDGACXX	02-28-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-28-2013_HiSeq_Fish_flowcellB_D1BDGACXX_SR.txt
70A86AAXX	10-20-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-20-2011_Sarah_flowcell_70A86AAXX_SR.txt
62UN9AAXX	12-17-2010	N/A	PE	/mnt/tscc/bil022/RenSix/txt/12-17-2010_Sarah_flowcell_62UN9AAXX_PE.txt
H0KF2ACXX	06-17-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-17-2013_HiSeq_ChIP_flowcellA_H0KF2ACXX_SR_Rapid.txt
HNGM2BGXH	02-17-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/02-17-2020_NextSeq550_flowcell_HNGM2BGXH_PE_HighOutput.txt
H14DTADXX	08-20-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-20-2013_HiSeq_ChIP_flowcellB_H14DTADXX_SR_Rapid.txt
D16UDACXX	09-11-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-11-2012_HiSeq_ChIP_flowcellA_D16UDACXX_SR.txt
H2CVJBCXX	12-06-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-06-2017_HiSeq_ChIP_flowcellB_H2CVJBCXX_PE_Rapid.txt
43177AAXX	10-19-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-19-2009_Sarah_flowcell_43177AAXX_SR.txt
C100UACXX	08-01-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-01-2012_HiSeq_ChIP_flowcellA_C100UACXX_SR.txt
HB02EADXX	11-19-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-19-2014_HiSeq_ChIP_flowcellB_HB02EADXX_PE_Rapid.txt
HJH27ADXX	05-13-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-13-2015_HiSeq_ChIP_flowcellB_HJH27ADXX_SR_Rapid.txt
615PLAAXX	02-02-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-02-2010_Peter_flowcell_615PLAAXX_SR.txt
C0290ABXX	06-23-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-23-2011_HiSeq_flowcellB_C0290ABXX_PE.txt
C5PV8ACXX	12-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2014_HiSeq_Fish_flowcellA_C5PV8ACXX_SR.txt
HCYTGBBXX	06-16-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-16-2016_HiSeq_DIP_flowcellA_HCYTGBBXX_PE.txt
H3H5GBBXX	07-20-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-20-2015_HiSeq_Dip_flowcellB_H3H5GBBXX_PE.txt
D0CLAABXX	09-01-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-01-2011_HiSeq_flowcellB_D0CLAABXX_SR.txt
C42NBACXX	04-15-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-15-2014_HiSeq_Fish_flowcellA_C42NBACXX_PE.txt
C4J73ACXX	09-10-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-10-2014_HiSeq_Fish_flowcellB_C4J73ACXX_PE.txt
AAAJT3VM5	04-19-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-19-2020_NextSeq2000_flowcell_AAAJT3VM5_PE_P2.txt
C1AA6ACXX	03-18-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-18-2013_HiSeq_Fish_flowcellA_C1AA6ACXX_SR.txt
209AVABXX	09-28-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-28-2010_HiSeq_flowcellB_209AVABXX_SR.txt
D0YCUACXX	05-17-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-17-2012_HiSeq_ChIP_flowcellA_D0YCUACXX_SR.txt
HJWNNBCXY	10-24-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-24-2017_HiSeq_ChIP_flowcellA_HJWNNBCXY_SR_Rapid.txt
HTKVHCBX2	01-25-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-25-2019_HiSeq_ChIP_flowcellB_HTKVHCBX2_PE_Rapid.txt
HBG3AADXX	01-09-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-09-2015_HiSeq_ChIP_flowcellA_HBG3AADXX_PE_Rapid.txt
HLFKVBCXX	09-18-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-18-2018_HiSeq_ChIP_flowcellA_HLFKVBCXX_PE_Rapid.txt
H53MGBCXX	01-25-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-25-2018_HiSeq_ChIP_flowcellA_H53MGBCXX_PE_Rapid.txt
H7KE6ADXX	11-15-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-15-2013_HiSeq_ChIP_flowcellB_H7KE6ADXX_SR_Rapid.txt
H9UU5ADXX	06-27-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-27-2014_HiSeq_ChIP_flowcellA_H9UU5ADXX_PE_Rapid.txt
	09-30-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/09-30-2020_NextSeq550_flowcell__PE_MidOutput.txt
814HFABXX	02-22-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-22-2011_HiSeq_flowcellB_814HFABXX_SR.txt
HNTK3BCXX	07-27-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-27-2017_HiSeq_ChIP_flowcellB_HNTK3BCXX_PE_Rapid.txt
3WFMAAXX	01-28-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-28-2009_Sarah_flowcell_3WFMAAXX_SR.txt
D07JDACXX	10-12-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-12-2011_HiSeq_flowcellB_D07JDACXX_SR.txt
HJFGYBCXX	05-03-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-03-2017_HiSeq_ChIP_flowcellA_HJFGYBCXX_PE_Rapid.txt
ACXX	10-08-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-08-2014_HiSeq_Fish_flowcellA_ACXX_PE.txt
61GFTAAXX	04-12-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-12-2010_Sarah_flowcell_61GFTAAXX_SR.txt
C7K4GACXX	08-26-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-26-2015_HiSeq_ChIP_flowcellB_C7K4GACXX_SR.txt
HGL2MBBXX	12-20-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-20-2016_HiSeq_DIP_flowcellB_HGL2MBBXX_PE.txt
C0C65ACXX	04-03-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-03-2013_HiSeq_Fish_flowcellB_C0C65ACXX_SR.txt
HTFVMADXX	07-02-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-02-2015_HiSeq_ChIP_flowcellB_HTFVMADXX_PE_Rapid.txt
H2Y2TBCX2	02-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-20-2018_HiSeq_ChIP_flowcellA_H2Y2TBCX2_PE_Rapid.txt
HLFVYBCXX	05-09-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-09-2017_HiSeq_ChIP_flowcellA_HLFVYBCXX_PE_Rapid.txt
HKFMCBCXX	07-01-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-01-2016_HiSeq_ChIP_flowcellA_HKFMCBCXX_PE_Rapid.txt
C11KRACXX	07-19-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-19-2012_HiSeq_ChIP_flowcellA_C11KRACXX_PE.txt
H9UTFADXX	06-19-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-19-2014_HiSeq_ChIP_flowcellB_H9UTFADXX_PE_Rapid.txt
61DR0AAXX	01-29-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-29-2010_Sarach_flowcell_61DR0AAXX_SR.txt
HLFJHBCXX	09-10-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-10-2018_HiSeq_ChIP_flowcellB_HLFJHBCXX_PE_Rapid.txt
HVWNKCBX2	02-07-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-07-2019_HiSeq_ChIP_flowcellA_HVWNKCBX2_PE_Rapid.txt
42LPFAAXX	08-19-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-19-2009_Peter_flowcell_42LPFAAXX_SR.txt
H86MCADXX	01-16-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-16-2014_HiSeq_ChIP_flowcellB_H86MCADXX_SR_Rapid.txt
HN2F2CBX2	11-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-20-2018_HiSeq_ChIP_flowcellA_HN2F2CBX2_PE_Rapid.txt
H7WJVBCXY	03-26-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-26-2018_HiSeq_ChIP_flowcellB_H7WJVBCXY_SR_Rapid.txt
HLFKYBCXX	08-21-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-21-2018_HiSeq_ChIP_flowcellB_HLFKYBCXX_PE_Rapid.txt
622MEAAXX	07-01-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-01-2010_Peter_flowcell_622MEAAXX_SR.txt
HCTV5ADXX	10-02-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-02-2015_HiSeq_ChIP_flowcellA_HCTV5ADXX_SR_Rapid.txt
	09-09-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/09-09-2020_NextSeq550_flowcell__PE_HighOutput.txt
HVWMTCBX2	02-11-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-11-2019_HiSeq_ChIP_flowcellA_HVWMTCBX2_PE_Rapid.txt
HCVNFADXX	09-08-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-08-2015_HiSeq_ChIP_flowcellA_HCVNFADXX_SR_Rapid.txt
HLJTCBCXX	05-24-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-24-2016_HiSeq_ChIP_flowcellA_HLJTCBCXX_PE_Rapid.txt
H9HCTADXX	06-04-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-04-2014_HiSeq_ChIP_flowcellA_H9HCTADXX_SR_Rapid.txt
H7JCFBBXX	05-11-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-11-2016_HiSeq_DIP_flowcellA_H7JCFBBXX_PE.txt
42VNPAAXX	09-04-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-04-2009_Sarah_flowcell_42VNPAAXX_SR.txt
HW5C7CBX2	07-17-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-17-2019_HiSeq_ChIP_flowcellB_HW5C7CBX2_PE_Rapid.txt
HGHTCBCXX	05-02-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-02-2017_HiSeq_ChIP_flowcellA_HGHTCBCXX_SR_Rapid.txt
H74CJADXX	09-09-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-09-2013_HiSeq_ChIP_flowcellA_H74CJADXX_SR_Rapid.txt
HFNVFADXX	02-06-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-06-2015_HiSeq_ChIP_flowcellA_HFNVFADXX_SR_Rapid.txt
HNCKCBCXY	05-15-2019	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-15-2019_HiSeq_ChIP_flowcellB_HNCKCBCXY_SR_Rapid.txt
C5P8WACXX	11-13-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-13-2014_HiSeq_Fish_flowcellA_C5P8WACXX_PE.txt
HMHMLADXX	06-24-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-24-2015_HiSeq_ChIP_flowcellA_HMHMLADXX_SR_Rapid.txt
D19ERACXX	11-19-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-19-2012_HiSeq_Chip_flowcellB_D19ERACXX_SR.txt
42LVNAAXX	10-22-2009	N/A	PE	/mnt/tscc/bil022/RenSix/txt/10-22-2009_Peter_PE_flowcell_42LVNAAXX_PE.txt
H9L8TADXX	08-21-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-21-2014_HiSeq_ChIP_flowcellB_H9L8TADXX_SR_Rapid.txt
HY32HCBX2	07-17-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-17-2019_HiSeq_ChIP_flowcellA_HY32HCBX2_PE_Rapid.txt
HF7GVBCXX	12-21-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-21-2016_HiSeq_ChIP_flowcellA_HF7GVBCXX_PE_Rapid.txt
HVWNMCBX2	07-03-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-03-2019_HiSeq_ChIP_flowcellA_HVWNMCBX2_PE_Rapid.txt
C6NBMACXX	03-04-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-04-2015_HiSeq_Fish_flowcellB_C6NBMACXX_SR.txt
HMTH2BCXY	10-18-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-18-2018_HiSeq_ChIP_flowcellB_HMTH2BCXY_SR_Rapid.txt
H9NJAADXX	06-12-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-12-2014_HiSeq_ChIP_flowcellA_H9NJAADXX_PE_Rapid.txt
D07KBABXX	09-26-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-26-2011_HiSeq_flowcellA_D07KBABXX_SR.txt
HJN53ADXX	02-25-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-25-2015_HiSeq_ChIP_flowcellA_HJN53ADXX_SR_Rapid.txt
C03F7ABXX	09-23-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-23-2011_HiSeq_flowcellB_C03F7ABXX_SR.txt
630DGAAXX	01-25-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-25-2011_Sarah_flowcell_630DGAAXX_SR.txt
ACXX	05-13-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-13-2014_HiSeq_Fish_flowcellB_ACXX_SR.txt
HYJC3BCXX	09-07-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-07-2016_HiSeq_ChIP_flowcellB_HYJC3BCXX_PE_Rapid.txt
H898YADXX	01-10-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-10-2014_HiSeq_ChIP_flowcellB_H898YADXX_PE_Rapid.txt
D10KGACXX	06-19-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-19-2012_HiSeq_ChIP_flowcellA_D10KGACXX_SR.txt
HKHMFBCXX	04-12-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-12-2016_HiSeq_ChIP_flowcellB_HKHMFBCXX_SR_Rapid.txt
HK3GFBCXX	03-01-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-01-2016_HiSeq_ChIP_flowcellA_HK3GFBCXX_PE_Rapid.txt
HFV5FADXX	02-05-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-05-2015_HiSeq_ChIP_flowcellA_HFV5FADXX_SR_Rapid.txt
C0TG1ACXX	06-18-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-18-2012_HiSeq_Fish_flowcellB_C0TG1ACXX_SR.txt
HMMFTAFX2	02-16-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/02-16-2020_NextSeq550_flowcell_HMMFTAFX2_PE_MidOutput.txt
H7KCDADXX	11-27-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-27-2013_HiSeq_ChIP_flowcellA_H7KCDADXX_SR_Rapid.txt
C0Y8AACXX	06-26-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-26-2012_HiSeq_ChIP_flowcellB_C0Y8AACXX_PE.txt
HMJCYADXX	07-13-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-13-2015_HiSeq_ChIP_flowcellA_HMJCYADXX_SR_Rapid.txt
312BUAAXX	03-13-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-13-2009_Peter_flowcell_72_312BUAAXX_SR.txt
H3VN3BCXX	10-24-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-24-2016_HiSeq_ChIP_flowcellB_H3VN3BCXX_PE_Rapid.txt
81M2VABXX	04-18-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-18-2011_HiSeq_flowcellA_81M2VABXX_SR.txt
D1BAKACXX	02-26-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-26-2013_HiSeq_Fish_flowcellA_D1BAKACXX_SR.txt
ACXX	05-20-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-20-2014_HiSeq_Fish_flowcellA_ACXX_SR.txt
D0EMMACXX	12-21-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-21-2011_HiSeq_flowcellB_D0EMMACXX_PE.txt
C4Y08ACXX	06-10-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-10-2014_HiSeq_Fish_flowcellB_C4Y08ACXX_SR.txt
HGFYHBCXX	03-29-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-29-2018_HiSeq_ChIP_flowcellB_HGFYHBCXX_PE_Rapid.txt
HBGL3ADXX	01-08-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-08-2015_HiSeq_ChIP_flowcellB_HBGL3ADXX_PE_Rapid.txt
628C9AAXX	08-19-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-19-2010_Sarah_flowcell_628C9AAXX_SR.txt
634UKAAXX	04-14-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-14-2011_Sarah_flowcell_634UKAAXX_SR.txt
B08JVABXX	06-29-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-29-2011_HiSeq_flowcellA_B08JVABXX_SR.txt
C03FEABXX	10-05-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-05-2011_HiSeq_flowcellB_C03FEABXX_SR.txt
C4JJEACXX	05-13-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-13-2014_HiSeq_Fish_flowcellB_C4JJEACXX_SR.txt
H916CADXX	03-21-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-21-2014_HiSeq_ChIP_flowcellA_H916CADXX_PE_Rapid.txt
H3VYLBBXX	02-18-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-18-2015_HiSeq_DIP_flowcellB_H3VYLBBXX_PE.txt
HAE37ADXX	09-11-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-11-2014_HiSeq_ChIP_flowcellB_HAE37ADXX_PE_Rapid.txt
811B0ABXX	01-18-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-18-2011_HiSeq_flowcellA_811B0ABXX_SR.txt
61GG1AAXX	04-06-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-06-2010_Peter_flowcell_61GG1AAXX_SR.txt
H9UU6ADXX	06-27-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-27-2014_HiSeq_ChIP_flowcellB_H9UU6ADXX_PE_Rapid.txt
C2GPBACXX	11-21-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-21-2013_HiSeq_Fish_flowcellB_C2GPBACXX_SR.txt
HCH5MBCXX	12-21-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-21-2016_HiSeq_ChIP_flowcellB_HCH5MBCXX_PE_Rapid.txt
209TFABXX	10-15-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-15-2010_HiSeq_flowcellA_209TFABXX_SR.txt
C38C5ACXX	01-13-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-13-2014_HiSeq_Fish_flowcellA_C38C5ACXX_PE.txt
4368WAAXX	12-14-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-14-2009_Sarah_flowcell_4368WAAXX_SR.txt
622J6AAXX	07-12-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-12-2010_Peter_flowcell_622J6AAXX_SR.txt
HH7GTBBXX	03-14-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-14-2017_HiSeq_DIP_flowcellA_HH7GTBBXX_SR.txt
C7KV1ACXX	08-28-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-28-2015_HiSeq_ChIP_flowcellB_C7KV1ACXX_SR.txt
622MGAAXX	06-22-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-22-2010_Peter_flowcell_622MGAAXX_SR.txt
B06YGABXX	03-28-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-28-2011_HiSeq_flowcellA_B06YGABXX_SR.txt
C7WAMACXX	09-10-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-10-2015_HiSeq_ChIP_flowcellB_C7WAMACXX_SR.txt
H86HUADXX	12-06-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-06-2013_HiSeq_ChIP_flowcellB_H86HUADXX_SR_Rapid.txt
639RMAAXX	02-23-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-23-2011_Sarah_flowcell_639RMAAXX_SR.txt
D0NHAACXX	02-01-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-01-2012_HiSeq_ChIP_flowcellA_D0NHAACXX_SR.txt
HVG5GBCXX	08-30-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-30-2017_HiSeq_ChIP_flowcellA_HVG5GBCXX_PE_Rapid.txt
C6CWVACXX	02-13-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-13-2015_HiSeq_Fish_flowcellA_C6CWVACXX_SR.txt
H9HJKADXX	05-06-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-06-2014_HiSeq_ChIP_flowcellA_H9HJKADXX_SR_Rapid.txt
D0U1HACXX	04-03-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-03-2012_HiSeq_ChIP_flowcellA_D0U1HACXX_SR.txt
434RUAAXX	12-21-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-21-2009_Sarah_flowcell_434RUAAXX_SR.txt
81N4NABXX	05-04-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-04-2011_HiSeq_flowcellA_81N4NABXX_SR.txt
H7WK7BCXY	02-02-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-02-2018_HiSeq_ChIP_flowcellB_H7WK7BCXY_SR_Rapid.txt
HH7GVBBXX	12-19-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-19-2016_HiSeq_DIP_flowcellA_HH7GVBBXX_SR.txt
H9HHDADXX	05-21-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-21-2014_HiSeq_ChIP_flowcellA_H9HHDADXX_SR_Rapid.txt
HLFW7BCXX	05-23-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-23-2017_HiSeq_ChIP_flowcellA_HLFW7BCXX_PE_Rapid.txt
HKJTGBCXX	05-10-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-10-2016_HiSeq_ChIP_flowcellA_HKJTGBCXX_SR_Rapid.txt
HVHVKBCXX	09-27-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-27-2017_HiSeq_ChIP_flowcellA_HVHVKBCXX_PE_Rapid.txt
	09-15-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/09-15-2020_NextSeq550_flowcell__PE_HighOutput.txt
HF5TFBBXX	06-23-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-23-2016_HiSeq_DIP_flowcellA_HF5TFBBXX_PE.txt
70CU2AAXX	09-12-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-12-2011_Sarah_flowcell_70CU2AAXX_SR.txt
633M5AAXX	09-07-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-07-2011_Sarah_flowcell_633M5AAXX_SR.txt
HCFMHBCXX	12-06-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-06-2016_HiSeq_ChIP_flowcellA_HCFMHBCXX_PE_Rapid.txt
D0JAAACXX	02-09-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-09-2012_HiSeq_Fish_flowcellA_D0JAAACXX_SR.txt
C1010ACXX	07-18-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-18-2012_HiSeq_Fish_flowcellB_C1010ACXX_SR.txt
C2GEBACXX	10-07-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-07-2013_HiSeq_Fish_flowcellA_C2GEBACXX_SR.txt
HLFKMBCXX	10-09-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-09-2018_HiSeq_ChIP_flowcellA_HLFKMBCXX_PE_Rapid.txt
ACXX	09-09-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-09-2014_HiSeq_Fish_flowcellB_ACXX_PE.txt
HCYLFBCXX	10-09-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-09-2015_HiSeq_ChIP_flowcellA_HCYLFBCXX_SR_Rapid.txt
C0D87ACXX	02-02-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-02-2012_HiSeq_ChIP_flowcellB_C0D87ACXX_PE.txt
HFFMKADXX	01-29-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-29-2015_HiSeq_ChIP_flowcellB_HFFMKADXX_PE_Rapid.txt
C1U62ACXX	04-04-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-04-2013_HiSeq_Fish_flowcellA_C1U62ACXX_PE.txt
C5K9YACXX	09-15-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-15-2014_HiSeq_Fish_flowcellB_C5K9YACXX_PE.txt
AAAF555HV	04-14-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-14-2020_NextSeq2000_flowcell_AAAF555HV_PE_P3.txt
H930VADXX	04-28-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-28-2014_HiSeq_ChIP_flowcellA_H930VADXX_SR_Rapid.txt
